iso_code,location,continent,year,total_vaccinations,fully_vaccinated_per_hundred,new_cases,new_deaths,population,cases_per_million,deaths_per_million,health_spending_pct_gdp,region,income_group
LIE,Liechtenstein,Europe,2023,74337.0,,286.0,1.0,39355,7267.183331215856,25.409731927328167,,Europe & Central Asia,High income
LTU,Lithuania,Europe,2023,4603092.0,68.4,73008.0,304.0,2750058,26547.803719048836,110.54312309049482,7.29381466,Europe & Central Asia,High income
LUX,Luxembourg,Europe,2023,1374547.0,71.45,25170.0,45.0,647601,38866.52429505205,69.4872305632635,5.78284121,Europe & Central Asia,High income
MAC,Macao,Asia,2023,1802985.0,92.39,,,695180,,,,East Asia & Pacific,High income
MDG,Madagascar,Africa,2023,3092063.0,8.88,747.0,10.0,29611718,25.226499860629495,0.3377041480673293,,Sub-Saharan Africa,Low income
MWI,Malawi,Africa,2023,8503954.0,21.01,1008.0,1.0,20405318,49.39888709404087,0.04900683243456436,,Sub-Saharan Africa,Low income
MYS,Malaysia,Asia,2023,72647030.0,81.18,204016.0,458.0,33938216,6011.394352608281,13.495111233896324,,East Asia & Pacific,Upper middle income
MDV,Maldives,Asia,2023,951764.0,73.53,1016.0,5.0,523798,1939.6790365751683,9.545664550074648,,South Asia,Upper middle income
MLI,Mali,Africa,2023,5922585.0,16.08,396.0,0.0,22593598,17.527088868271445,0.0,,Sub-Saharan Africa,Low income
MLT,Malta,Europe,2023,1407850.0,88.42,4785.0,57.0,533293,8972.55354936217,106.88308303315438,,Middle East & North Africa,High income
MHL,Marshall Islands,Oceania,2023,,,594.0,0.0,41593,14281.249248671653,0.0,,East Asia & Pacific,Upper middle income
MTQ,Martinique,North America,2023,,,2964.0,25.0,367512,8065.042774113499,68.02498966020157,,,
MRT,Mauritania,Africa,2023,4075874.0,32.53,483.0,0.0,4736146,101.981653437204,0.0,,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,Africa,2023,2616012.0,83.74,32514.0,21.0,1299478,25020.816050752688,16.160335149960215,,Sub-Saharan Africa,Upper middle income
MYT,Mayotte,Africa,2023,,,58.0,0.0,326113,177.85246218335362,0.0,,,
MEX,Mexico,North America,2023,,,362826.0,2804.0,127504120,2845.602165639824,21.991446237188256,,Latin America & Caribbean,Upper middle income
FSM,Micronesia (country),Oceania,2023,,,4478.0,7.0,114178,39219.464345145294,61.30778258508644,,East Asia & Pacific,Lower middle income
MDA,Moldova,Europe,2023,2293086.0,32.97,34961.0,245.0,3272993,10681.660486288849,74.8550332982686,,Europe & Central Asia,Upper middle income
MCO,Monaco,Europe,2023,,,742.0,2.0,36491,20333.780932284673,54.80803485791017,,Europe & Central Asia,High income
MNG,Mongolia,Asia,2023,,,4020.0,0.0,3398373,1182.9190027110033,0.0,,East Asia & Pacific,Upper middle income
MNE,Montenegro,Europe,2023,,,7307.0,38.0,627082,11652.383579818907,60.598135491052204,,Europe & Central Asia,Upper middle income
MSR,Montserrat,North America,2023,,,0.0,0.0,4413,0.0,0.0,,,
MAR,Morocco,Africa,2023,55389602.0,62.8,7025.0,6.0,37457976,187.5435020835082,0.1601795035588682,,Middle East & North Africa,Lower middle income
MOZ,Mozambique,Africa,2023,34950858.0,64.7,2761.0,20.0,32969520,83.74401568479007,0.6066209031857304,,Sub-Saharan Africa,Low income
MMR,Myanmar,Asia,2023,93477104.0,66.33,7836.0,4.0,54179312,144.63085097869092,0.07382891831479883,,East Asia & Pacific,Lower middle income
NAM,Namibia,Africa,2023,1005937.0,21.46,1971.0,21.0,2567024,767.8151820941292,8.180679261276872,,Sub-Saharan Africa,Upper middle income
NRU,Nauru,Oceania,2023,32157.0,89.4,772.0,0.0,12691,60830.50981010164,0.0,,East Asia & Pacific,High income
NPL,Nepal,Asia,2023,62627629.0,80.11,2484.0,12.0,30547586,81.31575437744901,0.3928297312920242,,South Asia,Lower middle income
NLD,Netherlands,Europe,2023,39764182.0,67.0,64963.0,10.0,17564020,3698.640743975468,0.569345742033999,,Europe & Central Asia,High income
NCL,New Caledonia,Oceania,2023,480702.0,63.74,902.0,0.0,289959,3110.7846281715692,0.0,,East Asia & Pacific,High income
NZL,New Zealand,Oceania,2023,12346898.0,82.77,412394.0,1335.0,5185289,79531.53623645664,257.45913101468403,,East Asia & Pacific,High income
NIC,Nicaragua,North America,2023,15507763.0,88.17,750.0,0.0,6948395,107.9385958915692,0.0,,Latin America & Caribbean,Lower middle income
NER,Niger,Africa,2023,7372208.0,20.92,29.0,1.0,26207982,1.1065331165138925,0.03815631436254802,,Sub-Saharan Africa,Low income
NGA,Nigeria,Africa,2023,133048021.0,37.2,773.0,0.0,218541216,3.5370902301559446,0.0,,Sub-Saharan Africa,Lower middle income
NIU,Niue,Oceania,2023,4923.0,83.76,658.0,0.0,1952,337090.16393442627,0.0,,,
PRK,North Korea,Asia,2023,,,0.0,0.0,26069416,0.0,0.0,,East Asia & Pacific,Low income
MKD,North Macedonia,Europe,2023,1862987.0,40.04,4728.0,89.0,2093606,2258.3045711561776,42.510386385977114,,Europe & Central Asia,Upper middle income
MNP,Northern Mariana Islands,Oceania,2023,,,1105.0,0.0,49574,22289.910033485296,0.0,,East Asia & Pacific,High income
NOR,Norway,Europe,2023,,,29407.0,987.0,5434324,5411.344630905334,181.62332610274984,,Europe & Central Asia,High income
OMN,Oman,Asia,2023,,,141.0,0.0,4576300,30.810917116447786,0.0,,Middle East & North Africa,High income
PAK,Pakistan,Asia,2023,340974144.0,59.57,4980.0,21.0,235824864,21.11736614846516,0.08904913436099766,,South Asia,Lower middle income
PLW,Palau,Oceania,2023,,,299.0,0.0,18084,16533.952665339526,0.0,,East Asia & Pacific,High income
PSE,Palestine,Asia,2023,,,0.0,0.0,5250076,0.0,0.0,,Middle East & North Africa,Lower middle income
PAN,Panama,North America,2023,8893001.0,72.0,19049.0,88.0,4408582,4320.890481338444,19.961066846437244,,Latin America & Caribbean,High income
PNG,Papua New Guinea,Oceania,2023,737695.0,3.17,172.0,31.0,10142625,16.95813460519343,3.056407981168583,,East Asia & Pacific,Lower middle income
PRY,Paraguay,South America,2023,9745545.0,52.31,13666.0,214.0,6780745,2015.4127606922248,31.559953957861566,,Latin America & Caribbean,Upper middle income
PER,Peru,South America,2023,91412580.0,84.32,66442.0,2509.0,34049588,1951.330512427933,73.6866478384408,,Latin America & Caribbean,Upper middle income
PHL,Philippines,Asia,2023,189317158.0,67.88,137910.0,1533.0,115559008,1193.4162674709012,13.265949808084196,5.10629606,East Asia & Pacific,Lower middle income
PCN,Pitcairn,Oceania,2023,,,0.0,0.0,47,0.0,0.0,,,
POL,Poland,Europe,2023,58032403.0,56.83,266683.0,1763.0,39857144,6690.971134309071,44.232973642065275,7.00451565,Europe & Central Asia,High income
PRT,Portugal,Europe,2023,28314797.0,86.75,88931.0,2156.0,10270857,8658.576397276292,209.91432360512857,10.00331116,Europe & Central Asia,High income
PRI,Puerto Rico,North America,2023,,,121674.0,397.0,3252412,37410.38958163972,122.06325643860617,,Latin America & Caribbean,High income
QAT,Qatar,Asia,2023,7609178.0,100.0,26537.0,5.0,2695131,9846.27463377476,1.8551973911472206,,Middle East & North Africa,High income
REU,Reunion,Africa,2023,,,7936.0,15.0,974062,8147.3253242606725,15.399430426399963,,,
ROU,Romania,Europe,2023,,,207545.0,1373.0,19659270,10557.106138732517,69.83982619903995,,Europe & Central Asia,High income
RUS,Russia,Europe,2023,187374508.0,55.08,1982260.0,7976.0,144713312,13697.841425949813,55.11586936798185,,Europe & Central Asia,High income
RWA,Rwanda,Africa,2023,27322059.0,75.49,288.0,1.0,13776702,20.90485807125682,0.07258631274741953,,Sub-Saharan Africa,Low income
BLM,Saint Barthelemy,North America,2023,,,105.0,0.0,10994,9550.663998544662,0.0,,,
SHN,Saint Helena,Africa,2023,,,0.0,0.0,5401,0.0,0.0,,,
KNA,Saint Kitts and Nevis,North America,2023,,,45.0,0.0,47681,943.772152429689,0.0,,Latin America & Caribbean,High income
LCA,Saint Lucia,North America,2023,,,482.0,1.0,179872,2679.683330368262,5.559508984166518,,Latin America & Caribbean,Upper middle income
MAF,Saint Martin (French part),North America,2023,,,144.0,0.0,31816,4526.024641689716,0.0,,Latin America & Caribbean,High income
SPM,Saint Pierre and Miquelon,North America,2023,,,78.0,0.0,5885,13254.035683942227,0.0,,,
VCT,Saint Vincent and the Grenadines,North America,2023,73443.0,30.43,153.0,6.0,103959,1471.7340490000865,57.71506074510143,,Latin America & Caribbean,Upper middle income
WSM,Samoa,Oceania,2023,453083.0,80.02,712.0,2.0,222390,3201.5828049822385,8.993210126354603,,East Asia & Pacific,Lower middle income
SMR,San Marino,Europe,2023,,,2285.0,5.0,33690,67824.28020184032,148.41199168892848,,Europe & Central Asia,High income
STP,Sao Tome and Principe,Africa,2023,263863.0,49.25,457.0,3.0,227393,2009.7364474719977,13.193018254739592,,Sub-Saharan Africa,Lower middle income
SAU,Saudi Arabia,Asia,2023,68534631.0,69.86,14703.0,138.0,36408824,403.83067577244464,3.790289958280443,,Middle East & North Africa,High income
SEN,Senegal,Africa,2023,3179647.0,8.93,150.0,3.0,17316452,8.66228255072113,0.17324565101442257,,Sub-Saharan Africa,Lower middle income
SRB,Serbia,Europe,2023,,,143740.0,562.0,6871547,20918.142595837588,81.78653220301047,,Europe & Central Asia,Upper middle income
SYC,Seychelles,Africa,2023,224558.0,78.0,865.0,0.0,107135,8073.925421197555,0.0,,Sub-Saharan Africa,High income
SLE,Sierra Leone,Africa,2023,9155936.0,57.66,19.0,0.0,8605723,2.2078330896776484,0.0,,Sub-Saharan Africa,Low income
SGP,Singapore,Asia,2023,,90.85,730625.0,243.0,5637022,129611.87662563672,43.10786794871476,,East Asia & Pacific,High income
SXM,Sint Maarten (Dutch part),North America,2023,66829.0,60.58,63.0,3.0,44192,1425.5973931933381,67.88559015206373,,Latin America & Caribbean,High income
SVK,Slovakia,Europe,2023,,,16842.0,404.0,5643455,2984.342038697925,71.58735207421695,,Europe & Central Asia,High income
SVN,Slovenia,Europe,2023,,,53612.0,1059.0,2119843,25290.552177684858,499.56529799612514,9.41330814,Europe & Central Asia,High income
SLB,Solomon Islands,Oceania,2023,,,4343.0,46.0,724272,5996.366006141339,63.51205072127598,,East Asia & Pacific,Lower middle income
SOM,Somalia,Africa,2023,10555834.0,43.57,34.0,0.0,17597508,1.9320917484452913,0.0,,Sub-Saharan Africa,Low income
ZAF,South Africa,Africa,2023,41798812.0,35.13,24404.0,27.0,59893884,407.4539564006235,0.450797280069531,,Sub-Saharan Africa,Upper middle income
KOR,South Korea,Asia,2023,,85.64,5912818.0,4052.0,51815808,114112.24157693343,78.2000736146004,9.88014412,East Asia & Pacific,High income
SSD,South Sudan,Africa,2023,4365547.0,39.16,451.0,9.0,10913172,41.32620653280274,0.8246914829162411,,Sub-Saharan Africa,Low income
ESP,Spain,Europe,2023,105840320.0,85.66,225378.0,2909.0,47558632,4738.950439112715,61.166603782884245,,Europe & Central Asia,High income
LKA,Sri Lanka,Asia,2023,,,856.0,75.0,21832150,39.2082318965379,3.435300691869559,,South Asia,Lower middle income
SDN,Sudan,Africa,2023,22598737.0,28.62,303.0,52.0,46874200,6.464110320816142,1.109352266278678,,Sub-Saharan Africa,Low income
SUR,Suriname,South America,2023,,,914.0,11.0,618046,1478.8543247589985,17.79802797849998,,Latin America & Caribbean,Upper middle income
SWE,Sweden,Europe,2023,28237824.0,71.98,74736.0,4683.0,10549349,7084.418194904728,443.9136481312733,10.88682365,Europe & Central Asia,High income
CHE,Switzerland,Europe,2023,16940716.0,,71856.0,305.0,8740471,8221.067262851166,34.89514466668901,,Europe & Central Asia,High income
SYR,Syria,Asia,2023,5090630.0,10.66,0.0,0.0,22125242,0.0,0.0,,Middle East & North Africa,Low income
TWN,Taiwan,Asia,2023,68158988.0,87.02,,,23893396,,,,,
TJK,Tajikistan,Asia,2023,20568163.0,52.17,0.0,0.0,9952789,0.0,0.0,,Europe & Central Asia,Lower middle income
TZA,Tanzania,Africa,2023,39392419.0,49.11,872.0,1.0,65497752,13.313434024422701,0.01526769956929209,,Sub-Saharan Africa,Lower middle income
THA,Thailand,Asia,2023,,,40567.0,923.0,71697024,565.8114903067665,12.873616623194849,,East Asia & Pacific,Upper middle income
TGO,Togo,Africa,2023,3423181.0,17.56,186.0,0.0,8848700,21.020036841569947,0.0,,Sub-Saharan Africa,Low income
TKL,Tokelau,Oceania,2023,,,75.0,0.0,1893,39619.651347068146,0.0,,,
TON,Tonga,Oceania,2023,203208.0,72.39,537.0,0.0,106867,5024.93753918422,0.0,,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,North America,2023,,,5614.0,113.0,1531043,3666.781403265617,73.80589571945399,,Latin America & Caribbean,High income
TUN,Tunisia,Africa,2023,13253317.0,51.81,5884.0,144.0,12356116,476.2014212233035,11.654147630210012,,Middle East & North Africa,Lower middle income
TUR,Turkey,Asia,2023,,,13.0,0.0,85341248,0.15232962142761258,0.0,,Europe & Central Asia,Upper middle income
TKM,Turkmenistan,Asia,2023,16775970.0,71.05,0.0,0.0,6430777,0.0,0.0,,Europe & Central Asia,Upper middle income
TCA,Turks and Caicos Islands,North America,2023,73907.0,67.16,231.0,4.0,45726,5051.830468442461,87.47758386913353,,Latin America & Caribbean,High income
TUV,Tuvalu,Oceania,2023,26783.0,83.86,164.0,1.0,11335,14468.46052051169,88.2223202470225,,East Asia & Pacific,Upper middle income
UGA,Uganda,Africa,2023,26406936.0,27.64,1998.0,2.0,47249588,42.28608300245919,0.04232841141387307,,Sub-Saharan Africa,Low income
UKR,Ukraine,Europe,2023,35735488.0,39.65,211326.0,1669.0,39701744,5322.839218347687,42.038455539887615,,Europe & Central Asia,Upper middle income
ARE,United Arab Emirates,Asia,2023,,,20481.0,1.0,9441138,2169.335942340849,0.10591943471221371,,Middle East & North Africa,High income
GBR,United Kingdom,Europe,2023,,,706222.0,16767.0,67508936,10461.16324511469,248.36711987284173,10.872015,Europe & Central Asia,High income
USA,United States,North America,2023,676728782.0,69.47,4417336.0,84500.0,338289856,13057.843508024078,249.78579316312695,,North America,High income
VIR,United States Virgin Islands,North America,2023,,,1655.0,5.0,99479,16636.677087626533,50.2618643130711,,Latin America & Caribbean,High income
URY,Uruguay,South America,2023,9036273.0,84.82,25905.0,63.0,3422796,7568.3739258781425,18.406004915279787,,Latin America & Caribbean,High income
UZB,Uzbekistan,Asia,2023,83937954.0,53.29,7789.0,0.0,34627648,224.93586627656606,0.0,,Europe & Central Asia,Lower middle income
VUT,Vanuatu,Oceania,2023,366638.0,49.66,6.0,0.0,326744,18.362999779644003,0.0,,East Asia & Pacific,Lower middle income
VAT,Vatican,Europe,2023,,,0.0,0.0,808,0.0,0.0,,,
VEN,Venezuela,South America,2023,,,2851.0,26.0,28301700,100.73599819092139,0.918672729906684,,Latin America & Caribbean,
VNM,Vietnam,Asia,2023,266492149.0,87.55,99798.0,22.0,98186856,1016.4089580381309,0.22406257717428085,,East Asia & Pacific,Lower middle income
WLF,Wallis and Futuna,Oceania,2023,18058.0,58.67,135.0,1.0,11596,11641.94549844774,86.23663332183511,,,
YEM,Yemen,Asia,2023,1298654.0,2.4,0.0,0.0,33696612,0.0,0.0,,Middle East & North Africa,Low income
ZMB,Zambia,Africa,2023,13454213.0,46.03,15238.0,47.0,20017670,761.2274555430278,2.347925607725575,,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,Africa,2023,,,6128.0,96.0,16320539,375.47779518801434,5.8821586713527045,,Sub-Saharan Africa,Lower middle income
AFG,Afghanistan,Asia,2024,,,4839.0,25.0,41128772,117.65486214857083,0.6078469836152658,,South Asia,Low income
ALB,Albania,Europe,2024,,,451.0,1.0,2842318,158.6733081942274,0.35182551706037113,,Europe & Central Asia,Upper middle income
DZA,Algeria,Africa,2024,,,129.0,0.0,44903228,2.872844687246093,0.0,,Middle East & North Africa,Upper middle income
ASM,American Samoa,Oceania,2024,,,0.0,0.0,44295,0.0,0.0,,East Asia & Pacific,High income
AND,Andorra,Europe,2024,,,0.0,0.0,79843,0.0,0.0,,Europe & Central Asia,High income
AGO,Angola,Africa,2024,,,553.0,0.0,35588996,15.538510836327049,0.0,,Sub-Saharan Africa,Lower middle income
AIA,Anguilla,North America,2024,,,0.0,0.0,15877,0.0,0.0,,,
ATG,Antigua and Barbuda,North America,2024,,,0.0,0.0,93772,0.0,0.0,,Latin America & Caribbean,High income
ARG,Argentina,South America,2024,116978521.0,76.69,56261.0,191.0,45510324,1236.2249936959358,4.196849927941625,,Latin America & Caribbean,Upper middle income
ARM,Armenia,Asia,2024,,,847.0,2.0,2780472,304.6245385675526,0.7193023342799352,,Europe & Central Asia,Upper middle income
ABW,Aruba,North America,2024,174914.0,79.25,0.0,0.0,106459,0.0,0.0,,Latin America & Caribbean,High income
AUS,Australia,Oceania,2024,,,139626.0,892.0,26177410,5333.8355475197895,34.07518161651592,,East Asia & Pacific,High income
AUT,Austria,Europe,2024,,,274.0,0.0,8939617,30.65008266014081,0.0,,Europe & Central Asia,High income
AZE,Azerbaijan,Asia,2024,,,1503.0,0.0,10358078,145.10413997654777,0.0,,Europe & Central Asia,Upper middle income
BHS,Bahamas,North America,2024,,,980.0,3.0,409989,2390.3080326545346,7.317269487717963,,Latin America & Caribbean,High income
BHR,Bahrain,Asia,2024,,,0.0,0.0,1472237,0.0,0.0,,Middle East & North Africa,High income
BGD,Bangladesh,Asia,2024,361742554.0,83.07,5056.0,22.0,171186368,29.535062044192678,0.12851490604672447,,South Asia,Lower middle income
BRB,Barbados,North America,2024,,,788.0,0.0,281646,2797.8384212806145,0.0,,Latin America & Caribbean,High income
BLR,Belarus,Europe,2024,,,0.0,0.0,9534956,0.0,0.0,,Europe & Central Asia,Upper middle income
BEL,Belgium,Europe,2024,31469387.0,78.68,24084.0,0.0,11655923,2066.2456332287024,0.0,,Europe & Central Asia,High income
BLZ,Belize,North America,2024,,,31.0,0.0,405285,76.48938401371873,0.0,,Latin America & Caribbean,Upper middle income
BEN,Benin,Africa,2024,,,0.0,0.0,13352864,0.0,0.0,,Sub-Saharan Africa,Lower middle income
BMU,Bermuda,North America,2024,,,0.0,0.0,64207,0.0,0.0,,North America,High income
BTN,Bhutan,Asia,2024,,,0.0,0.0,782457,0.0,0.0,,South Asia,Lower middle income
BOL,Bolivia,South America,2024,,,51.0,2.0,12224114,4.172081510365496,0.1636110396221763,,Latin America & Caribbean,Lower middle income
BES,Bonaire Sint Eustatius and Saba,North America,2024,,,0.0,0.0,27052,0.0,0.0,,,
BIH,Bosnia and Herzegovina,Europe,2024,,,158.0,12.0,3233530,48.863007301617735,3.7111144786038786,,Europe & Central Asia,Upper middle income
BWA,Botswana,Africa,2024,,,279.0,1.0,2630300,106.07155077367601,0.3801847697981219,,Sub-Saharan Africa,Upper middle income
BRA,Brazil,South America,2024,,,0.0,0.0,215313504,0.0,0.0,,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,North America,2024,,,137.0,0.0,31332,4372.526490488956,0.0,,Latin America & Caribbean,High income
BRN,Brunei,Asia,2024,,,16947.0,8.0,449002,37743.70715497927,17.817292573307025,,East Asia & Pacific,High income
BGR,Bulgaria,Europe,2024,4726614.0,30.64,6410.0,70.0,6781955,945.155194925357,10.321507588888453,,Europe & Central Asia,High income
BFA,Burkina Faso,Africa,2024,,,30.0,0.0,22673764,1.3231151210712082,0.0,,Sub-Saharan Africa,Low income
BDI,Burundi,Africa,2024,,,108.0,0.0,12889583,8.37885911437166,0.0,,Sub-Saharan Africa,Low income
KHM,Cambodia,Asia,2024,,,305.0,0.0,16767851,18.189570028979862,0.0,,East Asia & Pacific,Lower middle income
CMR,Cameroon,Africa,2024,,,109.0,0.0,27914542,3.9047747944422655,0.0,,Sub-Saharan Africa,Lower middle income
CAN,Canada,North America,2024,102877159.0,,44819.0,841.0,38454328,1165.51250095958,21.870100031393086,,North America,High income
CPV,Cape Verde,Africa,2024,,,0.0,0.0,593162,0.0,0.0,,Sub-Saharan Africa,Lower middle income
CYM,Cayman Islands,North America,2024,,,0.0,0.0,68722,0.0,0.0,,Latin America & Caribbean,High income
CAF,Central African Republic,Africa,2024,,,1.0,0.0,5579148,0.179238837184459,0.0,,Sub-Saharan Africa,Low income
TCD,Chad,Africa,2024,,,4.0,0.0,17723312,0.22569145089811654,0.0,,Sub-Saharan Africa,Low income
CHL,Chile,South America,2024,,,68149.0,503.0,19603736,3476.327165393372,25.658374505757475,,Latin America & Caribbean,High income
CHN,China,Asia,2024,,,50492.0,433.0,1425887360,35.410931758312245,0.30367055080704275,,East Asia & Pacific,Upper middle income
COL,Colombia,South America,2024,,,25882.0,0.0,51874028,498.9394692850919,0.0,,Latin America & Caribbean,Upper middle income
COM,Comoros,Africa,2024,,,0.0,0.0,836783,0.0,0.0,,Sub-Saharan Africa,Lower middle income
COG,Congo,Africa,2024,,,14.0,0.0,5970430,2.3448897315603734,0.0,,Sub-Saharan Africa,Lower middle income
COK,Cook Islands,Oceania,2024,,,142.0,0.0,17032,8337.247534053547,0.0,,,
CRI,Costa Rica,North America,2024,,,4149.0,6.0,5180836,800.8360040734739,1.1581142502870192,,Latin America & Caribbean,Upper middle income
CIV,Cote d'Ivoire,Africa,2024,,,50.0,0.0,28160548,1.7755336295302206,0.0,,Sub-Saharan Africa,Lower middle income
HRV,Croatia,Europe,2024,,,7416.0,65.0,4030361,1840.0336843275331,16.127587578383174,,Europe & Central Asia,High income
CUB,Cuba,North America,2024,45995747.0,89.67,68.0,0.0,11212198,6.0648233290207685,0.0,,Latin America & Caribbean,Upper middle income
CUW,Curacao,North America,2024,,,0.0,0.0,191173,0.0,0.0,,Latin America & Caribbean,High income
CYP,Cyprus,Europe,2024,,,21301.0,57.0,896007,23773.251771470535,63.61557443189618,,Europe & Central Asia,High income
CZE,Czechia,Europe,2024,19047108.0,65.71,15296.0,155.0,10493990,1457.5962050659473,14.770359034075694,,Europe & Central Asia,High income
COD,Democratic Republic of Congo,Africa,2024,,,1671.0,6.0,99010216,16.87704630398948,0.06059980719565343,,Sub-Saharan Africa,Low income
DNK,Denmark,Europe,2024,,,3333.0,200.0,5882259,566.619048906211,34.000542988671526,,Europe & Central Asia,High income
DJI,Djibouti,Africa,2024,,,0.0,0.0,1120851,0.0,0.0,,Middle East & North Africa,Lower middle income
DMA,Dominica,North America,2024,,,0.0,0.0,72758,0.0,0.0,,Latin America & Caribbean,Upper middle income
DOM,Dominican Republic,North America,2024,,,0.0,0.0,11228821,0.0,0.0,,Latin America & Caribbean,Upper middle income
TLS,East Timor,Asia,2024,,,0.0,0.0,1341298,0.0,0.0,,East Asia & Pacific,Lower middle income
ECU,Ecuador,South America,2024,,,9046.0,26.0,18001002,502.52758152018424,1.4443640415128003,,Latin America & Caribbean,Upper middle income
EGY,Egypt,Africa,2024,,,0.0,0.0,110990096,0.0,0.0,,Middle East & North Africa,Lower middle income
SLV,El Salvador,North America,2024,,,84.0,0.0,6336393,13.256753487354715,0.0,,Latin America & Caribbean,Upper middle income
GNQ,Equatorial Guinea,Africa,2024,,,0.0,0.0,1674916,0.0,0.0,,Sub-Saharan Africa,Upper middle income
ERI,Eritrea,Africa,2024,,,0.0,0.0,3684041,0.0,0.0,,Sub-Saharan Africa,Low income
EST,Estonia,Europe,2024,2171623.0,65.06,1890.0,26.0,1326064,1425.2705751758588,19.60689680136102,,Europe & Central Asia,High income
SWZ,Eswatini,Africa,2024,,,165.0,0.0,1201680,137.30776912322747,0.0,,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,Africa,2024,,,76.0,0.0,123379928,0.6159835009791867,0.0,,Sub-Saharan Africa,Low income
FLK,Falkland Islands,South America,2024,,,0.0,0.0,3801,0.0,0.0,,,
FRO,Faroe Islands,Europe,2024,,,0.0,0.0,53117,0.0,0.0,,Europe & Central Asia,High income
FJI,Fiji,Oceania,2024,,,0.0,0.0,929769,0.0,0.0,,East Asia & Pacific,Upper middle income
FIN,Finland,Europe,2024,13327120.0,78.46,0.0,58.0,5540745,0.0,10.467906391649498,,Europe & Central Asia,High income
FRA,France,Europe,2024,,,,,67813000,,,,Europe & Central Asia,High income
GUF,French Guiana,South America,2024,,,0.0,0.0,304568,0.0,0.0,,,
PYF,French Polynesia,Oceania,2024,,,160.0,1.0,306292,522.3773392710224,3.26485837044389,,East Asia & Pacific,High income
GAB,Gabon,Africa,2024,,,0.0,0.0,2388997,0.0,0.0,,Sub-Saharan Africa,Upper middle income
GMB,Gambia,Africa,2024,,,1.0,0.0,2705995,0.3695498328710881,0.0,,Sub-Saharan Africa,Low income
GEO,Georgia,Asia,2024,,,6633.0,9.0,3744385,1771.4524548090008,2.403598988886025,,Europe & Central Asia,Upper middle income
DEU,Germany,Europe,2024,,,,,83369840,,,,Europe & Central Asia,High income
GHA,Ghana,Africa,2024,,,228.0,0.0,33475870,6.810876013080467,0.0,,Sub-Saharan Africa,Lower middle income
GIB,Gibraltar,Europe,2024,,,0.0,0.0,32677,0.0,0.0,,Europe & Central Asia,High income
GRC,Greece,Europe,2024,22467978.0,73.64,103320.0,837.0,10384972,9948.991677589502,80.59723223134351,,Europe & Central Asia,High income
GRL,Greenland,North America,2024,,,0.0,0.0,56494,0.0,0.0,,Europe & Central Asia,High income
GRD,Grenada,North America,2024,,,0.0,0.0,125459,0.0,0.0,,Latin America & Caribbean,Upper middle income
GLP,Guadeloupe,North America,2024,,,0.0,0.0,395762,0.0,0.0,,,
GUM,Guam,Oceania,2024,,,0.0,0.0,171783,0.0,0.0,,East Asia & Pacific,High income
GTM,Guatemala,North America,2024,,,64.0,2.0,17843914,3.5866570529313244,0.11208303290410389,,Latin America & Caribbean,Upper middle income
GGY,Guernsey,Europe,2024,,,0.0,0.0,63329,0.0,0.0,,,
GIN,Guinea,Africa,2024,,,0.0,0.0,13859349,0.0,0.0,,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,Africa,2024,,,0.0,0.0,2105580,0.0,0.0,,Sub-Saharan Africa,Low income
GUY,Guyana,South America,2024,,,760.0,3.0,808727,939.7485183504447,3.7095336250675444,,Latin America & Caribbean,High income
HTI,Haiti,North America,2024,,,228.0,0.0,11585003,19.680616396905553,0.0,,Latin America & Caribbean,Lower middle income
HND,Honduras,North America,2024,,,149.0,0.0,10432858,14.281800825813981,0.0,,Latin America & Caribbean,Lower middle income
HKG,Hong Kong,Asia,2024,21014839.0,90.85,,,7488863,,,,East Asia & Pacific,High income
HUN,Hungary,Europe,2024,,,3641.0,62.0,9967304,365.2943664605795,6.220338017180975,,Europe & Central Asia,High income
ISL,Iceland,Europe,2024,,,583.0,0.0,372903,1563.4092511993736,0.0,,Europe & Central Asia,High income
IND,India,Asia,2024,2206868000.0,67.18,28576.0,262.0,1417173120,20.164085528238076,0.1848750842804583,,South Asia,Lower middle income
IDN,Indonesia,Asia,2024,,,7629.0,91.0,275501344,27.69133496495756,0.3303069185753228,,East Asia & Pacific,Upper middle income
IRN,Iran,Asia,2024,,,2400.0,80.0,88550568,27.103157599169776,0.9034385866389926,,Middle East & North Africa,Upper middle income
IRQ,Iraq,Asia,2024,,,0.0,0.0,44496124,0.0,0.0,,Middle East & North Africa,Upper middle income
IRL,Ireland,Europe,2024,11148281.0,80.94,16135.0,292.0,5023108,3212.154705811621,58.13134019814028,,Europe & Central Asia,High income
IMN,Isle of Man,Europe,2024,,,0.0,0.0,84534,0.0,0.0,,Europe & Central Asia,High income
ISR,Israel,Asia,2024,,,0.0,0.0,9449000,0.0,0.0,,Middle East & North Africa,High income
ITA,Italy,Europe,2024,,,119459.0,1727.0,59037472,2023.4436867486468,29.252607564226327,,Europe & Central Asia,High income
JAM,Jamaica,North America,2024,,,535.0,13.0,2827382,189.22098252022542,4.59789303320174,,Latin America & Caribbean,Upper middle income
